"Latinx_Panethnic","Immigrant_Generation","Education","cohorts","HouseholdIncome","Political_leanings","Ethnicity","gender"
"0","First Generation","Some College or Associates","genx",5,"Moderate","Mexican","1"
NA,"Third Generation","Bachelors","genz",6,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","millenials",6,"Conservative",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",6,"Conservative",NA,"0"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"1"
NA,"Second Generation",NA,"genz",1,"Liberal",NA,"0"
NA,"Third Generation",NA,"genx",7,"Liberal",NA,"1"
NA,"Third Generation","Bachelors","millenials",2,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","millenials",6,"Conservative",NA,"1"
"0","Third Generation","Bachelors","boomers",5,"Conservative","Other","1"
NA,"Third Generation",NA,"boomers",7,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","genx",4,"Conservative",NA,"1"
"1","First Generation","Less than HS","boomers",7,"Conservative","Other",NA
NA,"Third Generation","Some College or Associates","millenials",6,"Liberal",NA,"1"
"1","Third Generation","Bachelors","boomers",7,"Liberal","Mexican","1"
NA,"Third Generation","Bachelors","genx",6,"Moderate",NA,"0"
NA,NA,"Bachelors","genx",7,"Conservative",NA,"1"
NA,"Third Generation",NA,"genx",7,"Liberal",NA,"1"
"0","Third Generation","Bachelors","millenials",4,"Liberal","Mexican","1"
"0",NA,"Some College or Associates","millenials",6,"Liberal","Mexican","0"
NA,"Third Generation","High School","millenials",2,"Moderate",NA,"0"
NA,"Second Generation","Some College or Associates","genz",6,"Liberal",NA,"0"
"0","First Generation","Bachelors","genx",7,"Moderate","Mexican","0"
NA,"Third Generation",NA,"boomers",NA,"Liberal",NA,"1"
NA,"First Generation","Bachelors","millenials",5,"Liberal",NA,"1"
NA,"Third Generation",NA,"genz",3,"Liberal",NA,"1"
NA,"Third Generation",NA,"boomers",7,"Moderate",NA,"1"
NA,"Second Generation","Bachelors","millenials",6,"Moderate",NA,"0"
NA,"Third Generation","Some College or Associates","genz",4,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","genx",6,"Conservative",NA,"1"
NA,"Third Generation","Some College or Associates","boomers",3,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","genx",6,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","genz",1,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","genz",1,"Conservative",NA,"0"
"0","Third Generation",NA,"boomers",7,"Liberal","Mexican","0"
NA,"Third Generation",NA,"genx",7,"Liberal",NA,"0"
NA,NA,NA,"genx",7,"Conservative",NA,"1"
NA,"First Generation","Bachelors","millenials",7,"Moderate",NA,"1"
NA,"Third Generation","Some College or Associates","boomers",4,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",5,"Liberal",NA,"1"
"1","Third Generation","Bachelors","millenials",7,"Conservative","South American","1"
NA,"Third Generation","Bachelors","genx",6,"Conservative",NA,"1"
NA,"Third Generation",NA,"millenials",5,"Conservative",NA,"0"
NA,NA,NA,"boomers",6,"Moderate",NA,"0"
"1","Second Generation","High School","genz",1,"Moderate","Central American","1"
NA,"Third Generation","Some College or Associates","genz",1,"Conservative",NA,"1"
NA,"Third Generation",NA,"boomers",4,"Moderate",NA,"0"
NA,"Third Generation","Bachelors","genx",6,"Liberal",NA,"1"
NA,"Third Generation","Bachelors","genx",1,"Moderate",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",3,"Conservative",NA,"1"
NA,"Third Generation","Bachelors","boomers",7,"Liberal",NA,"1"
"0","Second Generation","Bachelors","genx",6,"Moderate","Mexican","0"
NA,"Third Generation",NA,"boomers",1,"Conservative",NA,"1"
NA,"Third Generation",NA,"boomers",7,"Liberal",NA,"1"
NA,NA,NA,"genx",1,"Moderate",NA,"0"
NA,"First Generation","Bachelors","genx",NA,"Moderate",NA,"0"
NA,"Third Generation",NA,"genz",6,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","genx",6,"Liberal",NA,"1"
NA,"Third Generation","Bachelors","genx",6,"Liberal",NA,"1"
NA,"Third Generation","Some College or Associates","boomers",5,"Conservative",NA,"1"
"0","Second Generation",NA,"millenials",6,"Conservative","Central American","0"
NA,"Third Generation",NA,"millenials",6,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","genx",5,"Liberal",NA,"0"
"1",NA,"Bachelors","millenials",5,"Liberal","Other","1"
"0","Third Generation","Some College or Associates","boomers",3,"Liberal","Other","0"
NA,"Third Generation","Bachelors","millenials",5,"Liberal",NA,"1"
NA,"Third Generation",NA,"genx",6,"Liberal",NA,"1"
NA,"Third Generation",NA,"boomers",6,"Conservative",NA,"1"
NA,"Second Generation","Some College or Associates","genz",5,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",2,"Moderate",NA,"0"
NA,"Second Generation","High School","genz",6,"Conservative",NA,"1"
NA,"Third Generation","Some College or Associates","genx",7,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","genz",1,"Liberal",NA,"0"
NA,"First Generation","Bachelors","millenials",7,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",7,"Conservative",NA,"0"
"1","Second Generation",NA,"millenials",4,"Liberal","Mexican","1"
NA,"Second Generation","Bachelors","genz",4,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","genx",7,"Moderate",NA,"1"
"0",NA,"Bachelors","millenials",4,"Conservative","Mexican","0"
NA,"Third Generation",NA,"boomers",5,"Conservative",NA,"1"
NA,"First Generation","Some College or Associates","millenials",7,"Conservative",NA,"1"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"1"
"0","Second Generation","Some College or Associates","millenials",3,"Liberal","South American","0"
NA,"First Generation","Bachelors","genx",6,"Conservative",NA,"1"
NA,"Third Generation","Some College or Associates","boomers",3,"Conservative",NA,"1"
NA,NA,"Bachelors","genz",5,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","boomers",5,"Liberal",NA,"0"
NA,"First Generation","Bachelors","millenials",4,"Moderate",NA,"1"
NA,"Third Generation","Some College or Associates","millenials",5,"Conservative",NA,"0"
NA,"Third Generation","Bachelors","boomers",5,"Conservative",NA,"1"
NA,"Third Generation","Bachelors","genz",2,"Conservative",NA,"1"
NA,"Third Generation","High School","boomers",6,"Conservative",NA,"1"
NA,"Third Generation",NA,"boomers",6,"Conservative",NA,"1"
NA,"Third Generation","Bachelors","genx",7,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",NA,"Liberal",NA,"1"
NA,"Third Generation",NA,"genx",7,"Moderate",NA,"0"
NA,"Third Generation","Some College or Associates","genz",1,"Liberal",NA,"0"
NA,"First Generation","Bachelors","genx",6,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","millenials",5,"Conservative",NA,"1"
NA,"Third Generation",NA,"millenials",6,"Liberal",NA,"1"
NA,"Third Generation","Bachelors","genx",7,"Liberal",NA,"1"
NA,"Third Generation","Bachelors","boomers",6,"Moderate",NA,"0"
"0","First Generation","Bachelors","genx",5,"Conservative","Central American","1"
NA,"Third Generation",NA,"boomers",5,"Moderate",NA,"0"
NA,"Third Generation","Bachelors","millenials",6,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",4,"Moderate",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",6,"Conservative",NA,"0"
"0",NA,"Bachelors","boomers",NA,"Liberal","Mexican","1"
NA,"Third Generation","High School","boomers",5,"Conservative",NA,"0"
NA,"Third Generation","Bachelors","boomers",6,"Moderate",NA,"0"
"1","Third Generation",NA,"millenials",6,"Liberal","Mexican","0"
NA,NA,"Bachelors","millenials",4,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"1"
NA,"Third Generation",NA,"millenials",4,"Liberal",NA,"0"
NA,"First Generation",NA,"boomers",3,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","boomers",4,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",7,"Liberal",NA,"1"
NA,"Third Generation","High School","boomers",4,"Moderate",NA,"1"
NA,NA,"Bachelors","millenials",4,"Liberal",NA,"1"
NA,NA,"Bachelors","genz",4,"Liberal",NA,"0"
"1","Second Generation","Some College or Associates","millenials",2,"Liberal","Mexican","1"
NA,"Third Generation","Bachelors","boomers",6,"Conservative",NA,"1"
NA,"Third Generation",NA,"genx",7,"Liberal",NA,"1"
NA,"Third Generation",NA,"millenials",6,"Conservative",NA,"1"
NA,"Third Generation","Bachelors","boomers",6,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","boomers",5,"Conservative",NA,"0"
NA,"Second Generation","Bachelors","millenials",6,"Moderate",NA,"0"
NA,"Third Generation",NA,"genx",7,"Moderate",NA,"1"
NA,"First Generation",NA,"millenials",1,"Moderate",NA,"1"
NA,"First Generation",NA,"boomers",7,"Conservative",NA,"1"
NA,NA,NA,"millenials",6,"Liberal",NA,"0"
NA,NA,"Bachelors","boomers",2,"Moderate",NA,"0"
"0","Third Generation",NA,"genx",6,"Liberal","Other","1"
NA,"First Generation","Bachelors","genx",6,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","genz",5,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",6,"Conservative",NA,"0"
NA,"Third Generation","Bachelors","boomers",5,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","boomers",5,"Conservative",NA,"1"
NA,NA,NA,"millenials",6,"Liberal",NA,"0"
NA,"Third Generation",NA,"genx",1,"Moderate",NA,"1"
"0",NA,NA,"genz",2,"Moderate","Other","0"
NA,"First Generation",NA,"boomers",6,"Conservative",NA,"1"
NA,"First Generation",NA,"millenials",5,"Conservative",NA,"0"
NA,"Third Generation",NA,"genx",6,"Conservative",NA,"0"
NA,"Third Generation","Some College or Associates","genz",6,"Moderate",NA,"1"
NA,"Second Generation","Bachelors","genx",7,"Conservative",NA,"1"
"1","Second Generation","Some College or Associates","genz",1,"Moderate","Mexican","0"
"0","Third Generation",NA,"millenials",6,"Moderate","Mexican","1"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"1"
NA,"Third Generation",NA,"boomers",7,"Moderate",NA,"0"
NA,NA,"Some College or Associates","genx",5,"Conservative",NA,"0"
NA,"Third Generation","Some College or Associates","genx",2,"Liberal",NA,"1"
NA,"Third Generation","Bachelors","boomers",5,"Conservative",NA,"0"
NA,"Third Generation",NA,"genx",NA,"Moderate",NA,"1"
NA,"First Generation","Bachelors","genx",6,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","millenials",4,"Liberal",NA,NA
NA,"Third Generation","Some College or Associates","genx",5,"Liberal",NA,"0"
"0","Third Generation",NA,"millenials",3,"Liberal","Mexican","0"
NA,"Third Generation","Bachelors","genx",7,"Liberal",NA,"1"
NA,"Third Generation",NA,"genx",5,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","genz",6,"Conservative",NA,"0"
NA,"Third Generation","Bachelors","genx",5,"Moderate",NA,"0"
NA,"Third Generation",NA,"boomers",6,"Moderate",NA,"1"
NA,"Second Generation","Bachelors","genx",6,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"1"
NA,"Third Generation",NA,"boomers",6,"Conservative",NA,"1"
NA,"Third Generation","Some College or Associates","boomers",7,"Liberal",NA,"0"
NA,NA,"High School","genz",4,"Liberal",NA,"1"
"1","Second Generation",NA,"boomers",5,"Conservative","Mexican","1"
NA,"Third Generation",NA,"millenials",7,"Moderate",NA,"1"
NA,"Second Generation","Some College or Associates","genz",6,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",5,"Conservative",NA,"1"
NA,"Third Generation","Some College or Associates","genz",4,"Liberal",NA,"1"
NA,"Third Generation","Bachelors","boomers",4,"Liberal",NA,"1"
NA,NA,"Some College or Associates","boomers",1,"Conservative",NA,"0"
NA,"Third Generation","Bachelors","boomers",5,"Moderate",NA,"1"
NA,"First Generation","Bachelors","boomers",6,"Moderate",NA,"0"
NA,"First Generation","Bachelors","millenials",6,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","genx",6,"Liberal",NA,"1"
NA,"Third Generation","Bachelors","millenials",6,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",5,"Conservative",NA,"1"
NA,"Third Generation",NA,"boomers",7,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","boomers",5,"Moderate",NA,"1"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",5,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","millenials",6,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","genx",7,"Conservative",NA,"0"
NA,NA,NA,"boomers",4,"Conservative",NA,"0"
NA,"Third Generation","Some College or Associates","boomers",3,"Liberal",NA,"1"
NA,"Third Generation","Bachelors","boomers",6,"Moderate",NA,"0"
NA,NA,"Some College or Associates","boomers",4,"Moderate",NA,"0"
"1",NA,"Some College or Associates","genz",2,"Liberal","Mexican","1"
NA,"Third Generation","Bachelors","genz",4,"Liberal",NA,"1"
"0","Second Generation",NA,"genx",7,"Conservative","Mexican","1"
NA,"Third Generation",NA,"millenials",1,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","boomers",6,"Conservative",NA,"0"
NA,"Third Generation",NA,"genx",7,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","genx",7,"Liberal",NA,"0"
NA,"First Generation",NA,"genx",6,"Conservative",NA,"0"
NA,"First Generation","Some College or Associates","boomers",2,"Moderate",NA,"0"
NA,"Third Generation","Bachelors","millenials",4,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","boomers",5,"Conservative",NA,"0"
"0","Third Generation","Some College or Associates","millenials",2,"Moderate","Mexican","1"
NA,"Third Generation","Bachelors","genx",7,"Moderate",NA,"0"
"1",NA,"Some College or Associates","millenials",1,"Liberal","Other","0"
"0","Second Generation","Some College or Associates","millenials",6,"Liberal","Mexican","0"
NA,"Third Generation","High School","genz",5,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"0"
NA,"Second Generation","Bachelors","genx",6,"Conservative",NA,"1"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"1"
NA,"Third Generation","Bachelors","boomers",6,"Moderate",NA,"1"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"1"
"0","Third Generation",NA,"genx",1,"Moderate","Other","0"
NA,NA,NA,"genx",7,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","millenials",6,"Liberal",NA,"1"
NA,"Third Generation",NA,"genx",6,"Moderate",NA,"1"
NA,"Third Generation",NA,"genz",1,"Liberal",NA,"1"
NA,"Third Generation",NA,"millenials",4,"Liberal",NA,"1"
NA,"First Generation",NA,"genx",6,"Moderate",NA,"0"
NA,"Third Generation",NA,"boomers",4,"Liberal",NA,"0"
NA,"Second Generation","Some College or Associates","millenials",4,"Liberal",NA,"0"
NA,"Third Generation",NA,"genx",6,"Liberal",NA,"1"
NA,"First Generation","Bachelors","millenials",6,"Liberal",NA,"0"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"1"
NA,"First Generation",NA,"genz",6,"Conservative",NA,"1"
"1","Second Generation",NA,"genz",5,"Liberal","Mexican","0"
NA,"Third Generation","Bachelors","millenials",4,"Moderate",NA,"1"
NA,"Third Generation",NA,"genx",6,"Conservative",NA,NA
"0","Second Generation","Bachelors","millenials",5,"Liberal","Mexican","0"
NA,"Third Generation","Some College or Associates","millenials",1,"Conservative",NA,"1"
NA,"Third Generation","Bachelors","boomers",6,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","boomers",5,"Liberal",NA,"1"
NA,"Third Generation",NA,"genx",7,"Liberal",NA,"1"
NA,"Third Generation",NA,"boomers",5,"Liberal",NA,"0"
NA,NA,"Bachelors","genx",6,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","millenials",4,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","genz",1,"Liberal",NA,"0"
"1","First Generation","Some College or Associates","boomers",6,"Moderate","Mexican","0"
NA,"Third Generation","High School","boomers",5,"Moderate",NA,"0"
NA,"Third Generation","Some College or Associates","genx",6,"Conservative",NA,"1"
NA,"First Generation","Bachelors","genx",5,"Liberal",NA,"0"
NA,"Third Generation","Some College or Associates","millenials",6,"Liberal",NA,"1"
NA,"Third Generation","High School","boomers",5,"Conservative",NA,"1"
NA,NA,"Bachelors","genx",1,"Conservative",NA,"0"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"1"
NA,"Third Generation",NA,"boomers",7,"Moderate",NA,"1"
NA,"Third Generation",NA,"genx",7,"Conservative",NA,"1"
NA,"Third Generation","Some College or Associates","millenials",4,"Conservative",NA,"0"
NA,"Third Generation",NA,"boomers",6,"Conservative",NA,"1"
NA,"Third Generation",NA,"millenials",6,"Liberal",NA,"1"
"0","Third Generation","Some College or Associates","genz",1,"Liberal","Mexican","1"
NA,"Third Generation","Bachelors","boomers",4,"Liberal",NA,"0"
NA,"Third Generation","Bachelors","boomers",5,"Conservative",NA,"1"
NA,"Second Generation",NA,"millenials",3,"Liberal",NA,NA
NA,"Third Generation","Some College or Associates","genz",5,"Conservative",NA,"1"
NA,"Third Generation","Some College or Associates","genz",2,"Liberal",NA,"1"
NA,"Third Generation","Some College or Associates","boomers",6,"Moderate",NA,"1"
NA,"Third Generation","Some College or Associates","genz",2,"Moderate",NA,"0"
NA,NA,"Some College or Associates","boomers",6,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","millenials",5,"Liberal",NA,"0"
"0","Third Generation","Bachelors","genx",7,"Moderate","Other","1"
NA,NA,"Bachelors","genz",1,"Liberal",NA,"0"
NA,"First Generation","High School","genx",6,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","genx",7,"Moderate",NA,"1"
NA,"Third Generation","Bachelors","boomers",6,"Conservative",NA,"1"
NA,"Third Generation","High School","genx",3,"Conservative",NA,"0"
NA,"First Generation","Some College or Associates","millenials",4,"Moderate",NA,"0"
NA,NA,"Bachelors","millenials",5,"Liberal",NA,"0"
NA,NA,NA,"boomers",5,"Moderate",NA,"0"
"0","Third Generation","Bachelors","millenials",6,"Liberal","Other","1"
"1","Third Generation","Some College or Associates","genx",5,"Liberal","Other","0"
NA,"Third Generation",NA,"boomers",6,"Conservative",NA,"1"
NA,"Third Generation","Bachelors","genx",5,"Moderate",NA,"1"
NA,"Third Generation","Some College or Associates","millenials",2,"Liberal",NA,"1"
NA,"First Generation",NA,"boomers",2,"Conservative",NA,"1"
NA,"Third Generation",NA,"boomers",6,"Liberal",NA,"0"
